policy_id,reference_column,ref_number,url,error,country,policy_title,error_category
211001361,reference,1,https://www.dcceew.gov.au/water/policy/programs/completed/green-precincts,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Green Precincts Fund Australia (2008),Timeout
211001364,reference,1,http://www.dm.usda.gov/energyandenvironment/greenpurchasing/index.html,"HTTPSConnectionPool(host='www.usda.gov', port=443): Read timed out. (read timeout=30)",United States of America,Green Purchasing Affirmative Procurement Program (GPAPP) United States of America (2006),Timeout
211001365,reference,1,http://epa.gov/otaq/ld-hwy/420f10012.htm,"HTTPConnectionPool(host='epa.gov', port=80): Max retries exceeded with url: /otaq/ld-hwy/420f10012.htm (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EFE10D50>, 'Connection to epa.gov timed out. (connect timeout=30)'))",United States of America,Green Racing Initiative United States of America (2008),Timeout
211001379,reference,1,http://www.mofa.go.kr/eng/wpge/m_5655/contents.do,"HTTPSConnectionPool(host='www.mofa.go.kr', port=443): Read timed out.",Republic of Korea,GreenHouse Gas(GHG) Target Management system Republic of Korea (2010),Timeout
211001382,reference,1,https://www.climatechangeauthority.gov.au/sites/default/files/2020-06/submissions/2015/Tim%20Kelly%20-%20attachment.pdf,"HTTPSConnectionPool(host='www.climatechangeauthority.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Greenhouse Friendly Programme Australia (2001),Timeout
211001414,reference,1,https://www.dcceew.gov.au/environment/protection/ozone/publications/hfc-phase-down-factsheet,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",Australia,HFC emissions reduction target Australia (2016),Timeout
211001539,reference,1,http://www.meti.go.jp/report/data/g41004bj.html,"HTTPConnectionPool(host='www.meti.go.jp', port=80): Read timed out. (read timeout=30)",Japan,"Interim Report by the Energy Supply and Demand Subcommittee, Advisory Committee for Natural Resources and Energy Japan (2004)",Timeout
211001540,reference,1,https://www.meti.go.jp/shingikai/enecho/shoene_shinene/sho_energy/pdf/20230726_2.pdf,"HTTPSConnectionPool(host='www.meti.go.jp', port=443): Read timed out. (read timeout=30)",Japan,"Interim Report by the Energy efficiency and Conservation Subcommittee, Advisory Committee for Natural Resources and Energy Japan (2004)",Timeout
211001541,reference,1,https://www.meti.go.jp/english/policy/economy/industrial_council/subcommittee.html,"HTTPSConnectionPool(host='www.meti.go.jp', port=443): Read timed out. (read timeout=30)",Japan,Interim Report by the Joint Committee of the Industrial Structure Council and Advisory Committee for Natural Resources and Energy Japan (2004),Timeout
211001563,reference,1,http://japancredit.go.jp/english/index.html,"HTTPConnectionPool(host='japancredit.go.jp', port=80): Max retries exceeded with url: /english/index.html (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EFAF9790>, 'Connection to japancredit.go.jp timed out. (connect timeout=30)'))",Japan,J-Credit Scheme Japan (2008),Timeout
